Text,Result
그동안의 궁금점과 불안이 모두 해소됨. 달리기를 하는 모든 이들에게 추천,"긍정 확률: 56.40%, 부정 확률: 43.60%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
매주 진료 날만 기다립니다. 점점 마음을 더 털어 놓을 수 있는 편한 곳(저에겐 특히) 뇌파 검사 결과가 좋지는 안하서 꾸준한 진료가  필요할 듯 하네요~ 간호사쌤들도 항상 친절하셔서 좋아요!!♡,"긍정 확률: 56.61%, 부정 확률: 43.39%"
갈 때마다 상담 시간이 길어지네요^^;; 그만큼 편한곳이라.. 항상 감사드려요!!🥰,"긍정 확률: 55.46%, 부정 확률: 44.54%"
지난주엔 심리적으로 안좋은 일이 생겨 다른날보다 조금 오래  상담 했는데 조금은 가벼운 마음으로 돌아왔어요. 스트레스 지수도 심하진 않은데 계속 치료 받아야 한다셨어요~ 항상 친절하셔서 기분 좋아지는 곳이예요😊,"긍정 확률: 54.71%, 부정 확률: 45.29%"
항상 친절하시고 맘 편해지는 곳이예요~😊 상담 간 김에 스트레스 지수 검사했어요!! 간단해요~ 결과는 일주일 후에 나온답니다.,"긍정 확률: 55.55%, 부정 확률: 44.45%"
매주 목요일  상담 받으러 가고 있어요~ 신중히 검색해 보고 간 곳인데 매주 기다려집니다. 항상 친절하시고 간호사 쌤들과도 친해져서 맘 편합니다. 덕분에  조금씩 나아지고 있는거 같아요!!^^  ,"긍정 확률: 55.59%, 부정 확률: 44.41%"
매주 병원 가는 날만 기다리게 됩니다.  점점  좋아지고 있는데  공황이 와서 상담 하고 있어요~ 의사쌤도 간호사 쌤듵노 너무 친절하십니다^^,"긍정 확률: 54.75%, 부정 확률: 45.25%"
추석 연휴 한 주 못가서 아쉬울 정도로 병원 가는 날을 기다립니다. 위안이 되고 마음 편해지는곳!! 친절함은 기본~ 진료 후 정말  많은 도움이 되고 있어요.💜,"긍정 확률: 56.89%, 부정 확률: 43.11%"
89090,"긍정 확률: 42.80%, 부정 확률: 57.20%"
ㅜ 아 이거 맞아 ,"긍정 확률: 44.62%, 부정 확률: 55.38%"
항상 친절히 상담해 주셔서 마음이 한결 편해지는 곳이예요. 의사쌤도 간호사 쌤들도 너무 좋아요~ 우울함은 많이 좋아졌고 사람 많은 곳에서의 불안을 극복 중이예요. 병원  가는날이 기대 되는 포근한 병원입니다!!^^,"긍정 확률: 55.46%, 부정 확률: 44.54%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
주차장 좁다. 동네 속에 있다. 열정은 있다,"긍정 확률: 55.79%, 부정 확률: 44.21%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굳,"긍정 확률: 44.58%, 부정 확률: 55.42%"
조아요 ,"긍정 확률: 43.80%, 부정 확률: 56.20%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
"편도염이 심하게 와서 집근처 병원 찾다가 녹색병원에 이비인후과가 새로 생겼다고 해서 진료보고 왔습니다. 2층에도 원무과가 있어서 접수,수납하기도 수월했고 의사선생님도 친절하시고 자세히 봐주셔서 좋았습니다.","긍정 확률: 58.23%, 부정 확률: 41.77%"
진료 받기 좋아요,"긍정 확률: 45.48%, 부정 확률: 54.52%"
의사들이 너무 진료를 성의없이 보는 느낌이에요. 환자가 어디가 불편한지 조차도 안물어보는 의사는 처음봐서 좀 당황스럽기도 했구요. 뭔가 엄청 무기력하고 “아 진료보기 싫다”라는  생각이 머릿속에 있는게 느껴져서 다시는 안갈 것 같아요. 저는 거의 1년 동안 통증을 참다가 방문했는데 여기는 처음 오는거니 2~3개월 후에 다시 보자고 하더군요.  녹색병원 들리는 거 시간 아깝고 돈 아까우니까 차라리 한번에 다른 병원 가세요!내용 더보기,"긍정 확률: 55.04%, 부정 확률: 44.96%"
.,"긍정 확률: 50.06%, 부정 확률: 49.94%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
정형외과 뼈주사? 맞았는데 효과가 없어요 ㅜㅜ 녹색병원서 비급여인데,"긍정 확률: 47.92%, 부정 확률: 52.08%"
조아요 ,"긍정 확률: 43.80%, 부정 확률: 56.20%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
.,"긍정 확률: 50.06%, 부정 확률: 49.94%"
응급실 이용했는데 다들 친절하시고 진료 잘 봐주셨어요👍🏻,"긍정 확률: 46.63%, 부정 확률: 53.37%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
친절합니다,"긍정 확률: 40.78%, 부정 확률: 59.22%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
녹색병원치과,"긍정 확률: 45.04%, 부정 확률: 54.96%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
항상 친절해요,"긍정 확률: 41.51%, 부정 확률: 58.49%"
동네 치과에서 만원에 치료할 것도  여기선 최소한 5만원은 내고 간다.ㅠㅠ ,"긍정 확률: 56.49%, 부정 확률: 43.51%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
비용도 저렴하고 꼼꼼하게 잘 봐 주시네요.,"긍정 확률: 56.10%, 부정 확률: 43.90%"
아들 피로골절로 찾아간 병원 집과는 먼곳이었지만 운동선수전문병원으로 소개받고 갔죠 운동하는 아들이라 원장님이나 간호사분들이 관심있게  잘봐주시고 재활할수있는 센타가 같은병원건물에 있어 재활도 함께할수있어 좋습니다,"긍정 확률: 51.79%, 부정 확률: 48.21%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
"원장님 진짜 친절하세요, 실력도 좋으신듯","긍정 확률: 52.06%, 부정 확률: 47.94%"
팔다리가 너무 저려서 진료 받았는데.. 허리디스크 초기라네요. 여기 아니였으면 몰랐을뻔 ㅠㅠ 단순하게 저리다고만 생각했는데... 앞으로 치료 잘받고 건강해 질께요!,"긍정 확률: 57.51%, 부정 확률: 42.49%"
"일단 주차가 편해서 좋음, 데스크 직원부터 간호사 의사선생님도 진짜 왕친절, 도수치료 꾸준히 받으러 다닐예정","긍정 확률: 54.98%, 부정 확률: 45.02%"
환갑이 다된 시점에 어깨가 점점 아파지더라고요.. 딸내미가 여기 가보라고 해서 왔습니다. 치료 잘해주셔서 고맙습니다.,"긍정 확률: 58.00%, 부정 확률: 42.00%"
어머니 무릎이 많이 안좋으셔서 여기저기 검진을 받아봤었는데요. 연세도 있으신데 수술만 하라고 해서 걱정이 많았었거든요. 그러던 와중에 지인이 여기 소개시켜줘서 거리가 멀었지만 방문했습니다. 다행히 비수술로도 치료를 할수있다고 하셔서 여기서 치료 받으셨어요. 지금은 진짜 많이 좋아지셨습니다. 감사합니다!!,"긍정 확률: 58.09%, 부정 확률: 41.91%"
"병원자체가 쾌적함, 직원분들도 완전 친절끝판왕, 부모님 모시고 다시방문예정","긍정 확률: 56.49%, 부정 확률: 43.51%"
추간판 탈출증으로 방문했었는데 수술을 귄해주셨어요. 아 그리고 mri 비급여 요,"긍정 확률: 55.71%, 부정 확률: 44.29%"
"의사선생님 실력이 진짜 좋으신듯, 수술후 통증도 많이 사라지고 좋아진듯.","긍정 확률: 55.45%, 부정 확률: 44.55%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
내시경은 무조건 여기서 하세요 목아픔이 전혀 없어요,"긍정 확률: 47.88%, 부정 확률: 52.12%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
"오늘 건강겅진 위내시경이랑 복부초음파 받았는데, 의사선생님이랑 간호사분들 모두 친절하고 민첩하십니다~ 2년 뒤에 건강검진 받으러 또 와야겠어요.","긍정 확률: 55.42%, 부정 확률: 44.58%"
친절합니다~,"긍정 확률: 47.15%, 부정 확률: 52.85%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
의사 선생님과 간호사 선생님 모두 친절하십니다.,"긍정 확률: 56.91%, 부정 확률: 43.09%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
의사선생님이 친절하세요,"긍정 확률: 44.23%, 부정 확률: 55.77%"
친절합니다.,"긍정 확률: 57.35%, 부정 확률: 42.65%"
젛아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
..,"긍정 확률: 51.57%, 부정 확률: 48.43%"
진로를 잘 보셔요,"긍정 확률: 42.03%, 부정 확률: 57.97%"
상세히 설명해주시고 친절하셔요,"긍정 확률: 44.02%, 부정 확률: 55.98%"
의사선생님이 자상하십니다. ,"긍정 확률: 56.18%, 부정 확률: 43.82%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
물리치료사 선생님이 꼼꼼하게 잘해주셨어요.,"긍정 확률: 54.30%, 부정 확률: 45.70%"
치료 제대로 됐냐니까 안아프면 된거고 아프면 다시오라면서 반말로 건성건성 진료함 결제하는 직원도 기분나쁘게 반말 찍찍해대고. 서비스 완전 개판이네요내용 더보기,"긍정 확률: 53.99%, 부정 확률: 46.01%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
잠을 잘 못자서 처음으로 침을 맞 아보았네요 완전 완전 개운하고 침이 이렇게 좋은줄 몰랐네요^^ 직원분 너무너무 친절하시고 상냥 하시고 원장님께서도 진로 잘봐주셔서 감사합니다^^,"긍정 확률: 51.35%, 부정 확률: 48.65%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
예약 안 하고 갔는데도 바로 진료 받을 수 있어서 좋았어요. 친절함의 기준은 사람마다 다르니까 평가가 어떨지는 모르겠지만 제가 느끼기엔 친절했어요~ 재방문 의사 있습니다. 옆에 아주머니도 너무 오늘 최고로 좋았다고 엄청 칭찬하셔서 웃음 나더라구요. 리셉쌤 스몰톡도 잘하시고 엄청 친절합니다.,"긍정 확률: 58.46%, 부정 확률: 41.54%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
근처 많은 한의원중에 제일 잘 맞아요,"긍정 확률: 45.52%, 부정 확률: 54.48%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
1,"긍정 확률: 38.01%, 부정 확률: 61.99%"
여자 원장님 친절하시고 거기 계신 간호사분들도 넘 친절하셔요  체한거같아서 갔는데 거의 다 나았어요~^^,"긍정 확률: 48.87%, 부정 확률: 51.13%"
원장님도 친절하시고 병원도 깔끔하고 들어가자마자 차분한 분위기에 치료 받을때고 시술부위가 불편하지 않게 세심하게 배려하신게 느껴졌어요 첫방문이었는데 너무 잘 치료 받고 갑니다🫶,"긍정 확률: 49.14%, 부정 확률: 50.86%"
"허리치료 때문에 방문했는데 원장님,직원분들 친절하셨습니다. 한의원이 지하철역 과 버스정류정에서 가까워서  길찾기도 편했습니다. 불편한 곳 신경  써주셔서 많이 좋아졌습니다. 감사합니다.","긍정 확률: 56.36%, 부정 확률: 43.64%"
다들 친절하셔서 편한 마음으로 진료받을수 있었어요~^^,"긍정 확률: 45.42%, 부정 확률: 54.58%"
지나가다가 자주 보았던 다꽃한의원 방문했습니다. 급체해서 어지럽고 정신이 너무 없었어요 🥹 최근에 개원한걸로 알고있는데 진짜 깨끗하고 시설이 좋아요. 원장님 친절하시고 진료 잘봐주시네요. 체한거 바로 내려갔어요. 동네에 자주 다닐만한 한의원 생겨서 좋아요!,"긍정 확률: 56.12%, 부정 확률: 43.88%"
원장님이 침을 참 잘 놓으시는거 같아요 목이랑 어깨가 아팠는데 침맞고 나니까 안아프고 개운하네요,"긍정 확률: 48.67%, 부정 확률: 51.33%"
다이어트를 위해 전침 맞고 왔어요...한약도 몸에 부담 없이 아주 좋구요..^^ 침도 하나도 안아프게 놔주십니다..의사선생님 완전 친철하게 잘 설명해주시고 간호사쌤들도 너무 잘해주세요~,"긍정 확률: 61.06%, 부정 확률: 38.94%"
새로 오픈한 한의원 여자원장님도 자상하시고  간호사님돌도 친절하셔서 넘 좋아요,"긍정 확률: 46.92%, 부정 확률: 53.08%"
여기 완전친절그자체입니다!!!,"긍정 확률: 47.05%, 부정 확률: 52.95%"
친절하고 정성것치료 잘해주셔요 ,"긍정 확률: 43.23%, 부정 확률: 56.77%"
괜찮아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절합니다,"긍정 확률: 40.78%, 부정 확률: 59.22%"
친절하시고 좋아요,"긍정 확률: 42.69%, 부정 확률: 57.31%"
친절하세요 시설이깨끗해요,"긍정 확률: 46.03%, 부정 확률: 53.97%"
휴가 내고 온 아들이 아프고만가네요. 장염이라네요.ㅠㅠ,"긍정 확률: 58.89%, 부정 확률: 41.11%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절합니다,"긍정 확률: 40.78%, 부정 확률: 59.22%"
간호사분 친절. 의사분 츤데레스타일이기는 하나 치료잘해주세요! 다만 피부전문은 아닌듯해요.. 압출도 바로해주셨는데..흉터는 살짝 걱정되긴합니다..ㅠㅠ 치료비는 비싼편인듯해요. 그래도 예약없이 바로갈수있어 좋랐어요,"긍정 확률: 58.52%, 부정 확률: 41.48%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
"원장님 정말 친절하시고 진료도 꼼꼼히, 무엇보다 성심성의껏 봐주시는게 느껴져서 갈 때마다 감사해요. 간호사 선생님도 친절하시고 병원 정말 좋아요~","긍정 확률: 57.63%, 부정 확률: 42.37%"
"치료효과가좋아요.,판매하는파스도좋구용~~","긍정 확률: 52.30%, 부정 확률: 47.70%"
친절해요!!,"긍정 확률: 45.23%, 부정 확률: 54.77%"
.,"긍정 확률: 50.06%, 부정 확률: 49.94%"
괜차늠,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
파스좋아요..치료도좋구용~~,"긍정 확률: 53.85%, 부정 확률: 46.15%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요.,"긍정 확률: 57.35%, 부정 확률: 42.65%"
보약 했어요 ,"긍정 확률: 42.43%, 부정 확률: 57.57%"
친절합니다.,"긍정 확률: 57.35%, 부정 확률: 42.65%"
친절합니다.,"긍정 확률: 57.35%, 부정 확률: 42.65%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
ㆍ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
ㅠㅠ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
원장님도 진료 잘보시고 직원들도 친절하니 좋아요,"긍정 확률: 46.09%, 부정 확률: 53.91%"
그닥 별루네요,"긍정 확률: 43.35%, 부정 확률: 56.65%"
아픈곳이 싹 나아요,"긍정 확률: 45.67%, 부정 확률: 54.33%"
치료후 가벼워집니다 ,"긍정 확률: 42.41%, 부정 확률: 57.59%"
치료후 개운합니다,"긍정 확률: 41.82%, 부정 확률: 58.18%"
치료후 개운해요,"긍정 확률: 44.19%, 부정 확률: 55.81%"
치료받고 나서 몸이 좋아졌어용,"긍정 확률: 47.93%, 부정 확률: 52.07%"
항상 치료하고나면 개운해요,"긍정 확률: 45.10%, 부정 확률: 54.90%"
시원해졌네요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
아픈부위가 싹 나았어요,"긍정 확률: 46.95%, 부정 확률: 53.05%"
치료후 개운하고 좋아요,"긍정 확률: 45.21%, 부정 확률: 54.79%"
치료후에는 개운하고 좋아요,"긍정 확률: 45.49%, 부정 확률: 54.51%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 스켈링 예민한곳 안아픈거로 해주는 센스 이런곳 처음이네요,"긍정 확률: 47.21%, 부정 확률: 52.79%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
원장님부터 직원들까지 엄청 친절하시고 상세하게 설명 잘해주십니다. 꼭 지인들한테 추천해주고 싶은 치과입니다-!!,"긍정 확률: 55.91%, 부정 확률: 44.09%"
저희가족. 모두가 다온치과 를. 이용중인데.. 모두 다 친절하고 잘 응대해주고 있고  치아에 문제가 생기면 바로바로 조치를 해줍니다~^^ 좋습니다..,"긍정 확률: 55.28%, 부정 확률: 44.72%"
원장선생님 치료잘해주시고 직원들다 친절하시고 다른곳보다 세심하고 꼼꼼히 봐주세요 ^^ 오랜만에 치과가서 무서웠는데 안아프게 치료 잘해주셔서  치과는 다온치과만 가겟습니다  감사합니다 ^^내용 더보기,"긍정 확률: 52.79%, 부정 확률: 47.21%"
원장님이 설명도 잘해주시고 치료도 잘해주세요 다른 직원분들도 친절하게 안내 잘해주셔서 만족스러웠어요! 치료 필요할 땐 다온치과로 계속 방문하고 싶어요~,"긍정 확률: 52.01%, 부정 확률: 47.99%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
원장님과 직원분들 너무 친절하세요 !!☺️  깔끔하고 꼼꼼하게 잘해주셔서 감사합니다 !,"긍정 확률: 49.64%, 부정 확률: 50.36%"
소개로 방문했는데 역시 추천해주신 이유가 있었네요...원장님께서 자세하고 친절하게 설명해주셔서 너무 감사했구요...치위생사님의 꼼꼼한 스케일링도 진짜 너무 맘에들고 고마웠습니다~~ ,"긍정 확률: 58.78%, 부정 확률: 41.22%"
